DATAFLOW,REF_AREA,COMMODITY,TRANSACTION,UNIT,TIME_PERIOD,OBS_VALUE,ESTIMATE,FOOTNOTES,UNIT_MULT
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B49_1235,HSO,2013,1099.5768,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B49_1235,HSO,2014,1125.117,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B49_1235,HSO,2015,1150.6698,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B49_1235,HSO,2016,1176.21,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B49_1235,HSO,2017,1198.6254,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B49_1235,HSO,2018,1221.0408,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B49_1235,HSO,2019,1243.4562,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B49_1235,HSO,2020,1587.8500031499998,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B49_1235,HSO,2021,1632.869997795,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B49_1235,HSO,2022,1682.10000126,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,1991,59997.7665,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,1992,61896.933,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,1993,63740.376000000004,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,1994,64593.585,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,1995,63599.697,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,1996,63341.176499999994,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,1997,64572.574499999995,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,1998,65834.118,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,1999,67218.0705,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2000,68752.7505,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2001,70374.213,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2002,72093.42,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2003,73924.074,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2004,75869.829,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2005,80396.70909653499,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2006,82740.10229716501,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2007,85142.478604095,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2008,87426.84229558999,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2009,89770.20599622,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2010,92113.61180315,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2011,94456.97550378,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2012,97084.59449685,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2013,99712.242999055,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2014,102339.86200126,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2015,104967.49360063001,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2016,107595.112602835,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2017,110077.78650378001,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2018,112560.47300189,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2019,115043.13,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2020,117526.33000126,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2021,120006.519995905,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B50_1231,HSO,2022,122490.91999937,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,1991,2076.8,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,1992,2118.1,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,1993,2159.4,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,1994,2203.65,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,1995,2247.9,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,1996,2292.15,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,1997,2339.35,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,1998,2386.55,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,1999,2433.75,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2000,2480.95,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2001,2531.1,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2002,2581.25,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2003,2631.4,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2004,2684.5,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2005,295,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2006,295,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2007,295,Y,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2008,313.467,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2009,321.845,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2010,330.1935,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2011,338.542,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2012,350.0175,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2013,361.4635,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2014,372.93899999999996,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2015,384.385,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2016,395.89,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2017,360.46049999999997,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2018,419.49,N,,0
UNSD:DF_UNData_EnergyBalance(1.0),454,B10_RE,B51_1234,HSO,2019,431.28999999999996,N,,0
